uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
B9S8A1,B9S8A1_RICCO,Ricinus communis (Castor bean),Terpene_synth_C domain-containing protein,RCOM_1733430,"30206.m000790, ",PAC:16824035 ,,RCOM_1733430,3988,,UPI000194249C ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3988,
A0A287Q7Q4,A0A287Q7Q4_HORVV,Hordeum vulgare subsp. vulgare (Domesticated barley),Terpene_synth_C domain-containing protein,,,,,,112509,,UPI000B484EB8 ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],112509,
A0A453A7L7,A0A453A7L7_AEGTS,Aegilops tauschii subsp. strangulata (Goatgrass),Terpene_synth_C domain-containing protein,,,,,,200361,,UPI000FCEE64C ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],200361,
A0A2G3A8P2,A0A2G3A8P2_CAPAN,Capsicum annuum (Capsicum pepper),Uncharacterized protein,T459_05729,,,,T459_05729,4072,,UPI000C1126D4 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4072,UNCHARACTERIZED
T1NLL4,T1NLL4_TRIUA,Triticum urartu (Red wild einkorn) (Crithodium urartu),Terpene_synth_C domain-containing protein,,,,,,4572,,UPI000356CCD7 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4572,
F6HN00,F6HN00_VITVI,Vitis vinifera (Grape),Terpene_synth_C domain-containing protein,VIT_18s0001g04480,,,,VIT_18s0001g04480,29760,,UPI0002108E1F ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],29760,
A0A1Z5RKI1,A0A1Z5RKI1_SORBI,Sorghum bicolor (Sorghum) (Sorghum vulgare),Terpene_synth_C domain-containing protein,SORBI_3004G019550,"Sobic.004G019550.1.p, ",PAC:37928904 ,,SORBI_3004G019550,4558,,UPI000B8BB090 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4558,
A0A022PUI0,A0A022PUI0_ERYGU,Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus),Terpene_synth_C domain-containing protein (Fragment),MIMGU_mgv1a019469mg,,,,MIMGU_mgv1a019469mg,4155,,UPI00043B64DC ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4155,
A0A4S8I604,A0A4S8I604_MUSBA,Musa balbisiana (Banana),Terpene_synth_C domain-containing protein,C4D60_Mb00t07650,,,,C4D60_Mb00t07650,52838,,UPI001138D4A2 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],52838,
A0A5D3BR08,A0A5D3BR08_CUCME,Cucumis melo var. makuwa,Myrcene synthase,E5676_scaffold680G001020 E6C27_scaffold243G00100,,,,E5676_scaffold680G001020 E6C27_scaffold243G00100,1194695,,UPI0011E3BDE4 ,Reference proteome,IPR008949;IPR036965;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1194695,MONOTERPENE SYNTHASE
A0A5J4ZY61,A0A5J4ZY61_9ASTE,Nyssa sinensis,Terpene_synth_C domain-containing protein,F0562_010196,,,,F0562_010196,561372,,UPI00129FDAAF ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,
A0A2G2VES1,A0A2G2VES1_CAPBA,Capsicum baccatum (Peruvian pepper),Terpene_synth_C domain-containing protein,CQW23_27827,,,,CQW23_27827,33114,,UPI000C0D9A87 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],33114,
A0A6A3BDN1,A0A6A3BDN1_HIBSY,Hibiscus syriacus (Rose of Sharon),(+)-delta-cadinene synthase,F3Y22_tig00110206pilonHSYRG00304,,,,F3Y22_tig00110206pilonHSYRG00304,106335,,UPI001309ADBF ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],106335,SESQUITERPENE SYNTHASE
A0A2J6LXG5,A0A2J6LXG5_LACSA,Lactuca sativa (Garden lettuce),Terpene_synth_C domain-containing protein,LSAT_8X143560,"Lsat_1_v5_gn_8_143560.1, ",PAC:38951652 ,,LSAT_8X143560,4236,,UPI000CAEE1DA ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4236,
A0A2G2ZYL3,A0A2G2ZYL3_CAPAN,Capsicum annuum (Capsicum pepper),Serine/threonine-protein kinase AFC2,T459_09171,,,,T459_09171,4072,,UPI000C0DDAC5 ,Kinase;Reference proteome;Transferase,IPR008949;IPR011009;IPR000719;IPR008271;IPR036965;IPR005630;IPR008930;,ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein kinase activity [GO:0004672]; terpene synthase activity [GO:0010333],4072,
A0A059CA77,A0A059CA77_EUCGR,Eucalyptus grandis (Flooded gum),Terpene_synth_C domain-containing protein,EUGRSUZ_E03570,Eucgr.E03570.1.p,PAC:32029950,,EUGRSUZ_E03570,71139,,UPI0004582440 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],71139,
A0A6A6MAR3,A0A6A6MAR3_HEVBR,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),Terpene_synth_C domain-containing protein,GH714_003973,,,,GH714_003973,3981,,UPI0013B716B0 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3981,
A0A0B0PLU8,A0A0B0PLU8_GOSAR,Gossypium arboreum (Tree cotton) (Gossypium nanking),(+)-delta-cadinene synthase,F383_34537,,,,F383_34537,29729,,UPI0005413F7E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],29729,SESQUITERPENE SYNTHASE
A0A251VLH9,A0A251VLH9_HELAN,Helianthus annuus (Common sunflower),Putative isoprenoid synthase domain-containing protein,HannXRQ_Chr01g0004981,"HanXRQChr01g0004981, ",PAC:40324489 ,,HannXRQ_Chr01g0004981,4232,,UPI000BC16952 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4232,
S8DJX1,S8DJX1_9LAMI,Genlisea aurea,Ent-kaurene synthase (Fragment),M569_11604,,,,M569_11604,192259,,UPI0003857F91 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192259,DITERPENE SYNTHASE
A0A3S3PUV3,A0A3S3PUV3_9MAGN,Cinnamomum micranthum f. kanehirae,E-beta-ocimene/myrcene synthase,CKAN_02764600,"CKAN_02764600, ",PAC:42710197 ,,CKAN_02764600,337451,,UPI000FF81687 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],337451,MONOTERPENE SYNTHASE
A0A6A6KSN9,A0A6A6KSN9_HEVBR,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),Terpene_synth_C domain-containing protein,GH714_017585 GH714_017652,,,,GH714_017585 GH714_017652,3981,,UPI0013B8CB0F ,Reference proteome,IPR008949;IPR036965;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3981,
A0A2K3L3H1,A0A2K3L3H1_TRIPR,Trifolium pratense (Red clover),Sesquiterpene synthase,L195_g028988,,,,L195_g028988,57577,,UPI000CCF24B0 ,Reference proteome;Signal,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],57577,SESQUITERPENE SYNTHASE
A0A058ZTH0,A0A058ZTH0_EUCGR,Eucalyptus grandis (Flooded gum),Terpene_synth_C domain-containing protein,EUGRSUZ_L02212,"Eucgr.L02212.1.p, ",PAC:32057910 ,,EUGRSUZ_L02212,71139,,UPI0004582419 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],71139,
A0A2K3LGG7,A0A2K3LGG7_TRIPR,Trifolium pratense (Red clover),"(3S,6E)-nerolidol synthase 1",L195_g033582,,,,L195_g033582,57577,,UPI000CCF7370 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],57577,MONOTERPENE SYNTHASE
D7TLA9,D7TLA9_VITVI,Vitis vinifera (Grape),Terpene_synth_C domain-containing protein,VIT_18s0001g04530,,,,VIT_18s0001g04530,29760,,UPI00015C96E4 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],29760,
A0A446QJP4,A0A446QJP4_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_4Av1G000980,,,,TRITD_4Av1G000980,4567,,UPI0010178CF4 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A251VL34,A0A251VL34_HELAN,Helianthus annuus (Common sunflower),Putative isoprenoid synthase domain-containing protein,HannXRQ_Chr01g0006171,"HanXRQChr01g0006171, ",PAC:40325725 ,,HannXRQ_Chr01g0006171,4232,,UPI000BC2A806 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4232,
A0A5J9UK49,A0A5J9UK49_9POAL,Eragrostis curvula (weeping love grass),Terpene_synth_C domain-containing protein (Fragment),EJB05_26282,,,,EJB05_26282,38414,,UPI00127831C3 ,Reference proteome,IPR008949;IPR036965;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],38414,
B9T8D0,B9T8D0_RICCO,Ricinus communis (Castor bean),"Ent-kaurene synthase, putative (EC 4.2.3.19)",RCOM_0409500,"29233.m000033, ",PAC:16802524 ,,RCOM_0409500,3988,4.2.3.19,UPI0001946188 ,Lyase;Reference proteome,IPR008949;IPR005630;,ent-kaurene synthase activity [GO:0009899]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3988,DITERPENE SYNTHASE
A0A452Y552,A0A452Y552_AEGTS,Aegilops tauschii subsp. strangulata (Goatgrass),Terpene_synth_C domain-containing protein,,,,,,200361,,UPI000FD1213F ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],200361,
A0A1D6J0W6,A0A1D6J0W6_MAIZE,Zea mays (Maize),Germacrene A synthase long form,ZEAMMB73_Zm00001d024667,"Zm00001d024667_P002, ",PAC:40181782 ,,ZEAMMB73_Zm00001d024667,4577,,UPI0008456B53 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
A0A067D4S5,A0A067D4S5_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),Terpene_synth_C domain-containing protein,CISIN_1g030682mg,"orange1.1g030682m, ",PAC:18128932 ,,CISIN_1g030682mg,2711,,UPI00049C336C ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2711,
A0A446WVM8,A0A446WVM8_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_7Av1G000650,,,,TRITD_7Av1G000650,4567,,UPI0008423E7E ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A6A3AHI8,A0A6A3AHI8_HIBSY,Hibiscus syriacus (Rose of Sharon),(+)-delta-cadinene synthase isozyme A,F3Y22_tig00110461pilonHSYRG00010,,,,F3Y22_tig00110461pilonHSYRG00010,106335,,UPI0013065DCA ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],106335,SESQUITERPENE SYNTHASE
A0A446MTF1,A0A446MTF1_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_2Bv1G236370,,,,TRITD_2Bv1G236370,4567,,UPI00101740B5 ,Reference proteome,IPR008949;IPR036965;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A445EWH5,A0A445EWH5_ARAHY,Arachis hypogaea (Peanut),Terpene_synth_C domain-containing protein,Ahy_A01g004568,,,,Ahy_A01g004568,3818,,UPI000787EBD8 ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3818,
A0A6A2XF27,A0A6A2XF27_HIBSY,Hibiscus syriacus (Rose of Sharon),Sesquiterpene synthase,F3Y22_tig00111754pilonHSYRG00033,,,,F3Y22_tig00111754pilonHSYRG00033,106335,,UPI00130B3E4B ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],106335,SESQUITERPENE SYNTHASE
A0A2G2ZHX4,A0A2G2ZHX4_CAPAN,Capsicum annuum (Capsicum pepper),Terpene_synth_C domain-containing protein,T459_14605,,,,T459_14605,4072,,UPI000C0EC6DF ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4072,
M0U999,M0U999_MUSAM,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),Terpene_synth_C domain-containing protein,,,,,,214687,,UPI0002960E07 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],214687,
A0A5N5FD94,A0A5N5FD94_9ROSA,Pyrus ussuriensis x Pyrus communis,(3S-6E)-nerolidol synthase 1-like,D8674_002091,,,,D8674_002091,2448454,,UPI0012C19AE6 ,Membrane;Reference proteome;Transmembrane;Transmembrane helix,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2448454,MONOTERPENE SYNTHASE
A0A0E0G8K5,A0A0E0G8K5_ORYNI,Oryza nivara (Indian wild rice) (Oryza sativa f. spontanea),Terpene_synth_C domain-containing protein,,,,,,4536,,UPI00043D8D1B ,Coiled coil;Reference proteome;Signal,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4536,
A0A2G3A6A7,A0A2G3A6A7_CAPAN,Capsicum annuum (Capsicum pepper),Terpene_synth_C domain-containing protein,T459_04877,,,,T459_04877,4072,,UPI000C120858 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4072,
A0A1Z5RNE2,A0A1Z5RNE2_SORBI,Sorghum bicolor (Sorghum) (Sorghum vulgare),Terpene_synth_C domain-containing protein,SORBI_3004G153900,"SbiRTX430.04G162000.1.p, ",PAC:43569681 ,,SORBI_3004G153900,4558,,UPI000B8BAC74 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4558,
A0A1R3JVK5,A0A1R3JVK5_9ROSI,Corchorus olitorius,Terpene_synth_C domain-containing protein,COLO4_13672,,,,COLO4_13672,93759,,UPI00097408A4 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],93759,
V4SEP4,V4SEP4_CITCL,Citrus clementina (Clementine) (Citrus deliciosa x Citrus sinensis),Terpene_synth_C domain-containing protein,CICLE_v10030056mg,"Ciclev10030056m, ",PAC:20813431 ,,CICLE_v10030056mg,85681,,UPI0003CB58B1 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],85681,
B9T888,B9T888_RICCO,Ricinus communis (Castor bean),"Ent-kaurene synthase B, chloroplast, putative (EC 4.2.3.19)",RCOM_0063610,"27716.m000050, ",PAC:16799007 ,,RCOM_0063610,3988,4.2.3.19,UPI0001945DDC ,Coiled coil;Lyase;Reference proteome,IPR008949;IPR036965;IPR005630;,ent-kaurene synthase activity [GO:0009899]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3988,DITERPENE SYNTHASE
M8A7N1,M8A7N1_TRIUA,Triticum urartu (Red wild einkorn) (Crithodium urartu),"(3S,6E)-nerolidol synthase 2, chloroplastic/mitochondrial",TRIUR3_28276,,,,TRIUR3_28276,4572,,UPI0002C86246 ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4572,MONOTERPENE SYNTHASE
A0A446KGT8,A0A446KGT8_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_2Av1G005770,,,,TRITD_2Av1G005770,4567,,UPI001018BC93 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A1S4C0W4,A0A1S4C0W4_TOBAC,Nicotiana tabacum (Common tobacco),terpene synthase 10-like,LOC107813984,,,,LOC107813984,4097,,UPI0007BA958B ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4097,
A0A078K1S9,A0A078K1S9_BRANA,Brassica napus (Rape),BnaCnng74840D protein (Fragment),BnaCnng74840D GSBRNA2T00020837001,,,,"GSBRNA2T00020837001, BnaCnng74840D",3708,,UPI0004EDFAF2 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3708,
A0A2P5BN73,A0A2P5BN73_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_224370,,,,PanWU01x14_224370,3476,,UPI000D2E5B70 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A446N793,A0A446N793_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_3Av1G037940,,,,TRITD_3Av1G037940,4567,,UPI0010192B46 ,Coiled coil;Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A5A7QA37,A0A5A7QA37_STRAF,Striga asiatica (Asiatic witchweed) (Buchnera asiatica),Beta-farnesene synthase,STAS_18666,,,,STAS_18666,4170,,UPI001251BE1F ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4170,SESQUITERPENE SYNTHASE
G7KNU6,G7KNU6_MEDTR,Medicago truncatula (Barrel medic) (Medicago tribuloides),"(3S)-linalool/(E)-nerolidol/(E,E)-geranyl linalool synthase",11410484 MTR_6g065040,Medtr6g065040.1,PAC:31103937,,"MTR_6g065040, 11410484",3880,,UPI0000D5E8CE ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3880,MONOTERPENE SYNTHASE
A0A2I0KGL5,A0A2I0KGL5_PUNGR,Punica granatum (Pomegranate),Terpene_synth_C domain-containing protein,CRG98_011844,,,,CRG98_011844,22663,,UPI000CBAE73C ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],22663,
A0A3S4Q263,A0A3S4Q263_9MAGN,Cinnamomum micranthum f. kanehirae,E-beta-ocimene/myrcene synthase,CKAN_02734100,"CKAN_02734100, ",PAC:42688234 ,,CKAN_02734100,337451,,UPI000FF14064 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],337451,MONOTERPENE SYNTHASE
A0A287TBQ9,A0A287TBQ9_HORVV,Hordeum vulgare subsp. vulgare (Domesticated barley),Terpene_synth_C domain-containing protein,,,,,,112509,,UPI000B46845E ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],112509,
A0A2G3AWR3,A0A2G3AWR3_CAPCH,Capsicum chinense (Scotch bonnet) (Bonnet pepper),"(-)-camphene/tricyclene synthase, chloroplastic",BC332_32445,,,,BC332_32445,80379,,UPI000C0E4E9E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],80379,MONOTERPENE SYNTHASE
A0A4D8YXH2,A0A4D8YXH2_SALSN,Salvia splendens (Scarlet sage),Terpene_synth_C domain-containing protein,Saspl_043743,,,,Saspl_043743,180675,,UPI001101FF9F ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],180675,
A0A287J536,A0A287J536_HORVV,Hordeum vulgare subsp. vulgare (Domesticated barley),Terpene_synth_C domain-containing protein,,,,,,112509,,UPI000B46405A ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],112509,
A0A1R3KY97,A0A1R3KY97_9ROSI,Corchorus olitorius,Terpene_synth_C domain-containing protein,COLO4_03493,,,,COLO4_03493,93759,,UPI000974A781 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],93759,
A0A1D6IZJ1,A0A1D6IZJ1_MAIZE,Zea mays (Maize),Terpene_synth_C domain-containing protein,ZEAMMB73_Zm00001d024480,"Zm00001d024480_P001, ",PAC:40176206 ,,ZEAMMB73_Zm00001d024480,4577,,UPI000844F8C3 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,
A0A4S8JEC3,A0A4S8JEC3_MUSBA,Musa balbisiana (Banana),Terpene_synth_C domain-containing protein,C4D60_Mb07t08180,,,,C4D60_Mb07t08180,52838,,UPI0011372EAF ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],52838,
A0A2G3APZ4,A0A2G3APZ4_CAPCH,Capsicum chinense (Scotch bonnet) (Bonnet pepper),"(-)-camphene/tricyclene synthase, chloroplastic",BC332_34776,,,,BC332_34776,80379,,UPI000C0D00B5 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],80379,MONOTERPENE SYNTHASE
A0A6A6K8H4,A0A6A6K8H4_HEVBR,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),Terpene_synth_C domain-containing protein,GH714_020774,,,,GH714_020774,3981,,UPI0013B8349D ,Reference proteome;Signal,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3981,
A0A0D2ZZT6,A0A0D2ZZT6_BRAOL,Brassica oleracea var. oleracea,Terpene_synth_C domain-containing protein,,,,,,109376,,UPI0004EBA985 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],109376,
W1PAX1,W1PAX1_AMBTC,Amborella trichopoda,Terpene_synth_C domain-containing protein,AMTR_s00019p00048020,"evm_27.model.AmTr_v1.0_scaffold00019.25, ",PAC:31572193 ,,AMTR_s00019p00048020,13333,,UPI0003E0DC90 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],13333,
A0A087H261,A0A087H261_ARAAL,Arabis alpina (Alpine rock-cress),Terpene_synth_C domain-containing protein,AALP_AA4G092400,,,,AALP_AA4G092400,50452,,UPI0004EE78D1 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],50452,
A0A453CRJ0,A0A453CRJ0_AEGTS,Aegilops tauschii subsp. strangulata (Goatgrass),Terpene_synth_C domain-containing protein,,,,,,200361,,UPI000FCDE815 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],200361,
A0A314XEM2,A0A314XEM2_PRUYE,Prunus yedoensis var. nudiflora,Linalool/nerolidol synthase,Pyn_07589,,,,Pyn_07589,2094558,,UPI000DCCE9F1 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],2094558,MONOTERPENE SYNTHASE
A0A446MMF6,A0A446MMF6_TRITD,Triticum turgidum subsp. durum (Durum wheat) (Triticum durum),Terpene_synth_C domain-containing protein,TRITD_2Bv1G210160,,,,TRITD_2Bv1G210160,4567,,UPI000E79DFF5 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4567,
A0A3B6PGL7,A0A3B6PGL7_WHEAT,Triticum aestivum (Wheat),Terpene_synth_C domain-containing protein,,,,,,4565,,UPI000DF52247 ,Reference proteome,IPR008949;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4565,
A0A2G2YUG6,A0A2G2YUG6_CAPAN,Capsicum annuum (Capsicum pepper),Terpene_synth_C domain-containing protein,T459_24070,,,,T459_24070,4072,,UPI000C0DD31C ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4072,
A0A0D3DAV0,A0A0D3DAV0_BRAOL,Brassica oleracea var. oleracea,Terpene_synth_C domain-containing protein,,,,,,109376,,UPI0004EBD354 ,Reference proteome;Signal,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],109376,
A0A2U1KG70,A0A2U1KG70_ARTAN,Artemisia annua (Sweet wormwood),Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,CTI12_AA606240,,,,CTI12_AA606240,35608,,UPI000D5C35F3 ,Reference proteome;Transferase,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; transferase activity [GO:0016740],35608,PRENYL TRANSFERASE
D7LQV4,D7LQV4_ARALL,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),Terpene_synth_C domain-containing protein,ARALYDRAFT_904756,,,,ARALYDRAFT_904756,81972,,UPI0001C693D4 ,Reference proteome,IPR008949;IPR005630;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],81972,
B9RPN5,B9RPN5_RICCO,Ricinus communis (Castor bean),"1,8-cineole synthase, chloroplast, putative (EC 4.2.3.20)",RCOM_1547340,"30156.m001715, ",PAC:16820846 ,,RCOM_1547340,3988,4.2.3.20,UPI0001940484 ,Lyase;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR005630;,(R)-limonene synthase activity [GO:0034002]; magnesium ion binding [GO:0000287],3988,MONOTERPENE SYNTHASE
